,state,race,type,Num Workers,Num Artists,artists_share,location_quotient
789,Florida,Hispanic,Designers,2752995,13445.0,0.0048837720373629,1.260258206513498
790,Georgia,Hispanic,Designers,467240,1500.0,0.0032103415803441,0.828429191900783
791,Hawaii,Hispanic,Designers,69470,220.0,0.0031668346048654,0.8172022094642177
792,Idaho,Hispanic,Designers,101285,260.0,0.002567013871748,0.6624183670643411
793,Illinois,Hispanic,Designers,1100445,3505.0,0.0031850751286979,0.8219091797476749
794,Indiana,Hispanic,Designers,212120,945.0,0.0044550254572883,1.1496200784600452
795,Iowa,Hispanic,Designers,90730,55.0,0.0006061942025790808,0.1564285172806106
796,Kansas,Hispanic,Designers,167495,260.0,0.00155228514284,0.4005674456438209
797,Kentucky,Hispanic,Designers,76325,200.0,0.0026203734032099,0.6761878032513975
798,Louisiana,Hispanic,Designers,113925,490.0,0.0043010752688172,1.109893206089525
799,Maine,Hispanic,Designers,10935,80.0,0.0073159579332418,1.887884191427999
800,Maryland,Hispanic,Designers,321570,1255.0,0.0039027272444568,1.0070994305185412
801,Massachusetts,Hispanic,Designers,401715,1120.0,0.0027880462516958,0.7194558103772881
802,Michigan,Hispanic,Designers,236520,990.0,0.0041856925418569,1.0801186737343835
803,Minnesota,Hispanic,Designers,149745,490.0,0.0032722294567431,0.844399368952213
804,Mississippi,Hispanic,Designers,38780,80.0,0.002062919030428,0.5323366073559868
805,Missouri,Hispanic,Designers,121550,695.0,0.0057178116001645,1.4754822578279811
807,Nebraska,Hispanic,Designers,99485,275.0,0.0027642358144443,0.7133115229868725
808,Nevada,Hispanic,Designers,430565,1250.0,0.0029031621241856,0.7491614808908484
809,New Hampshire,Hispanic,Designers,25860,65.0,0.0025135344160866,0.6486179844171673
810,New Jersey,Hispanic,Designers,928940,3805.0,0.00409606648438,1.0569906543287777
811,New Mexico,Hispanic,Designers,459615,1415.0,0.0030786636641536,0.7944496831878368
812,New York,Hispanic,Designers,1819490,11305.0,0.0062132795453671,1.6033378455230771
813,North Carolina,Hispanic,Designers,451040,1535.0,0.0034032458318552,0.8782081668771625
815,Ohio,Hispanic,Designers,204545,845.0,0.0041311202913784,1.066036295198432
816,Oklahoma,Hispanic,Designers,187725,280.0,0.0014915434811559,0.3848930494948892
817,Oregon,Hispanic,Designers,266060,1180.0,0.0044350898293617,1.144475686276258
818,Pennsylvania,Hispanic,Designers,423215,1280.0,0.0030244674692532,0.7804643458578798
819,Rhode Island,Hispanic,Designers,78695,445.0,0.0056547429951076,1.459207393545174
820,South Carolina,Hispanic,Designers,134610,205.0,0.0015229180595795,0.3929892648038184
821,South Dakota,Hispanic,Designers,15565,50.0,0.0032123353678124,0.8289436890967381
822,Tennessee,Hispanic,Designers,167595,345.0,0.0020585339658104,0.5312050406841257
823,Texas,Hispanic,Designers,5220455,17015.0,0.0032592944484724,0.841061487863622
824,Utah,Hispanic,Designers,213410,880.0,0.0041235181106789,1.064074551173407
826,Virginia,Hispanic,Designers,427525,1550.0,0.0036255189754985,0.9355657894731596
827,Washington,Hispanic,Designers,448570,1700.0,0.003789820986691,0.9779639514610536
828,West Virginia,Hispanic,Designers,12005,0.0,0.0,0.0
829,Wisconsin,Hispanic,Designers,186120,585.0,0.0031431334622823,0.8110861255816222
830,Wyoming,Hispanic,Designers,27680,205.0,0.0074060693641618,1.9111374615333088
832,Alabama,White,Designers,1496830,7025.0,0.0046932517386743,0.7107340388707086
833,Alaska,White,Designers,253950,840.0,0.0033077377436503,0.5009153433422461
834,Arizona,White,Designers,1857110,12230.0,0.0065855011280968,0.9972914463953122
835,Arkansas,White,Designers,1014735,4715.0,0.0046465333313623,0.703659122764065
836,California,White,Designers,7686845,83575.0,0.0108724710853412,1.6464992114768149
837,Colorado,White,Designers,2172170,17105.0,0.0078746138653972,1.192511382029953
838,Connecticut,White,Designers,1329540,9625.0,0.007239345939197,1.0963080321792045
839,Delaware,White,Designers,307920,1655.0,0.0053747726682255,0.8139418252426358
840,District of Columbia,White,Designers,183365,1770.0,0.0096528781392304,1.461807175201694
841,Florida,White,Designers,5285390,33525.0,0.0063429567165336,0.9605611410900792
842,Georgia,White,Designers,2773560,17435.0,0.0062861448823894,0.951957702241002
843,Hawaii,White,Designers,177700,1110.0,0.0062464828362408,0.9459513834201396
844,Idaho,White,Designers,688065,3805.0,0.005530000799343,0.8374491763754147
845,Illinois,White,Designers,4224420,28330.0,0.0067062460645485,1.0155767507292512
846,Indiana,White,Designers,2724985,12280.0,0.0045064468244779,0.6824447804757924
847,Iowa,White,Designers,1463250,6745.0,0.0046096019135486,0.6980663233138027
848,Kansas,White,Designers,1178420,6730.0,0.0057110368120025,0.864864807077301
849,Kentucky,White,Designers,1787115,7105.0,0.0039756814754506,0.602067033614652
850,Louisiana,White,Designers,1337315,7545.0,0.0056419018705391,0.854395188375949
851,Maine,White,Designers,658985,3625.0,0.0055008839351426,0.8330397929362371
852,Maryland,White,Designers,1690500,11205.0,0.0066282165039929,1.0037601536632998
853,Massachusetts,White,Designers,2791055,21235.0,0.0076082341623507,1.1521715211485766
854,Michigan,White,Designers,3807850,24870.0,0.0065312446656249,0.9890749864961468
855,Minnesota,White,Designers,2524705,18180.0,0.0072008412864077,1.09047698604828
856,Mississippi,White,Designers,787155,2825.0,0.0035888738558479,0.5434898770814207
857,Missouri,White,Designers,2479115,13475.0,0.0054354073933641,0.8231241929256828
858,Montana,White,Designers,472695,2225.0,0.0047070521160579,0.7128239327229619
859,Nebraska,White,Designers,845465,4035.0,0.0047725216301088,0.7227384684724288
860,Nevada,White,Designers,749805,4840.0,0.0064550116363587,0.977530451533486
861,New Hampshire,White,Designers,690940,4305.0,0.0062306423133701,0.9435525351536131
862,New Jersey,White,Designers,2640925,18470.0,0.0069937616554805,1.0591173764104884
863,New Mexico,White,Designers,374900,1985.0,0.0052947452654041,0.8018226800540473
864,New York,White,Designers,5774960,55810.0,0.0096641362018091,1.4635120674026552
865,North Carolina,White,Designers,3309215,19165.0,0.005791403701482,0.8770353632570592
866,North Dakota,White,Designers,363175,1370.0,0.0037722860879741,0.5712653563814372
867,Ohio,White,Designers,4775955,25545.0,0.005348668486198,0.8099886746858671
868,Oklahoma,White,Designers,1276415,5010.0,0.0039250557224727,0.5944003990745982
869,Oregon,White,Designers,1600140,11890.0,0.0074305998225155,1.1252710310783574
870,Pennsylvania,White,Designers,5161830,27050.0,0.0052403895517674,0.7935911898123662
871,Rhode Island,White,Designers,423445,3095.0,0.0073090956322544,1.1068707472895445
872,South Carolina,White,Designers,1586190,8690.0,0.0054785366191944,0.829655572569163
873,South Dakota,White,Designers,398225,1870.0,0.0046958377801494,0.7111256623770889
874,Tennessee,White,Designers,2455855,12735.0,0.0051855667374498,0.78528896303831
875,Texas,White,Designers,6162190,41825.0,0.0067873596886821,1.027860390495014
876,Utah,White,Designers,1227970,9475.0,0.0077159865469026,1.1684892666552544
877,Vermont,White,Designers,319270,1815.0,0.0056848435493469,0.860898166378064
878,Virginia,White,Designers,2778485,16740.0,0.0060248660690988,0.91239030705716
879,Washington,White,Designers,2668545,19555.0,0.0073279633658042,1.1097280285982862
880,West Virginia,White,Designers,734535,2545.0,0.0034647770358117,0.5246969720709083
881,Wisconsin,White,Designers,2597700,16210.0,0.0062401355044847,0.9449901597342452
882,Wyoming,White,Designers,260685,930.0,0.0035675240232464,0.5402567130410081
884,Alabama,African-American,Designers,581200,385.0,0.000662422573984859,0.3065291344871363
886,Arizona,African-American,Designers,152575,210.0,0.0013763722759298,0.6369019098109971
887,Arkansas,African-American,Designers,200385,215.0,0.0010729346008932,0.4964892917140164
888,California,African-American,Designers,1066265,5035.0,0.004722090662265,2.185098184330545
889,Colorado,African-American,Designers,118415,240.0,0.0020267702571464,0.9378667894575408
890,Connecticut,African-American,Designers,191785,495.0,0.0025810151993117,1.1943378535304134
891,Delaware,African-American,Designers,105485,270.0,0.0025596056311323,1.1844307992398593
892,District of Columbia,African-American,Designers,149480,605.0,0.004047364195879,1.8728755520118887
893,Florida,African-American,Designers,1569980,2215.0,0.0014108459980381,0.6528542650226346
894,Georgia,African-American,Designers,1613775,3545.0,0.0021967126767981,1.0165058709959671
895,Hawaii,African-American,Designers,16455,60.0,0.0036463081130355,1.6872910342390568
897,Illinois,African-American,Designers,848255,1610.0,0.0018980141584782,0.8782862482219363
898,Indiana,African-American,Designers,292355,645.0,0.0022062218877734,1.0209061591569824
899,Iowa,African-American,Designers,56060,40.0,0.0007135212272565109,0.330174503132402
900,Kansas,African-American,Designers,83690,90.0,0.0010753972995578,0.4976288798256126
901,Kentucky,African-American,Designers,176080,230.0,0.0013062244434348,0.6044417322365635
902,Louisiana,African-American,Designers,656860,795.0,0.0012103035654477,0.5600553467730548
904,Maryland,African-American,Designers,957780,2225.0,0.0023230804568898,1.0749812427296837
905,Massachusetts,African-American,Designers,260415,660.0,0.0025344162202638,1.1727746621832094
906,Michigan,African-American,Designers,624375,1280.0,0.00205005005005,0.9486392707255712
907,Minnesota,African-American,Designers,171180,285.0,0.0016649141254819,0.7704216400859767
908,Mississippi,African-American,Designers,488460,370.0,0.0007574827007329156,0.3505172162957513
909,Missouri,African-American,Designers,340530,710.0,0.0020849851701759,0.9648051330556588
912,Nevada,African-American,Designers,125635,610.0,0.0048553348987145,2.24675556449586
914,New Jersey,African-American,Designers,584190,2035.0,0.0034834557250209,1.6119327908643162
915,New Mexico,African-American,Designers,19190,65.0,0.0033871808233454,1.5673825846328289
916,New York,African-American,Designers,1375735,5550.0,0.0040342071692586,1.8667872752218564
917,North Carolina,African-American,Designers,1079195,1825.0,0.0016910752922317,0.7825274470374787
919,Ohio,African-American,Designers,680665,930.0,0.0013663108871471,0.6322461071309045
920,Oklahoma,African-American,Designers,134195,175.0,0.0013040724319087,0.6034459113566879
921,Oregon,African-American,Designers,39020,80.0,0.0020502306509482,0.9487228419068402
922,Pennsylvania,African-American,Designers,636035,1295.0,0.0020360514751546,0.9421615762519032
923,Rhode Island,African-American,Designers,31000,40.0,0.0012903225806451,0.5970833111484662
924,South Carolina,African-American,Designers,638810,880.0,0.0013775614032341,0.6374521660638592
926,Tennessee,African-American,Designers,554550,745.0,0.0013434316112163,0.6216589609130749
927,Texas,African-American,Designers,1699445,3725.0,0.002191892058878,1.0142751803510726
930,Virginia,African-American,Designers,837445,1520.0,0.0018150445700911,0.8398929368888622
931,Washington,African-American,Designers,147305,440.0,0.0029869997623977,1.3822029741123991
933,Wisconsin,African-American,Designers,160610,165.0,0.0010273332918249,0.4753877617403033
936,Alabama,Asian,Designers,33515,80.0,0.0023869908995971,0.2942602727388138
937,Alaska,Asian,Designers,26420,35.0,0.0013247539742619,0.1633112492569298
938,Arizona,Asian,Designers,120580,770.0,0.0063858019572068,0.7872203559304854
939,Arkansas,Asian,Designers,24295,145.0,0.0059683062358509,0.7357528765805694
940,California,Asian,Designers,3008795,32545.0,0.0108166226014068,1.3334371393455748
941,Colorado,Asian,Designers,97015,460.0,0.0047415348142039,0.5845205894432586
942,Connecticut,Asian,Designers,89425,430.0,0.0048084987419625,0.5927756789994099
943,Delaware,Asian,Designers,19880,75.0,0.0037726358148893,0.4650779540135191
944,District of Columbia,Asian,Designers,19090,275.0,0.0144054478784704,1.77585554362976
945,Florida,Asian,Designers,292825,1610.0,0.0054981644326816,0.6777953639441033
946,Georgia,Asian,Designers,217095,1460.0,0.0067251664018056,0.8290560722050464
947,Hawaii,Asian,Designers,290190,1330.0,0.0045832041076536,0.56500210828763
949,Illinois,Asian,Designers,378055,2285.0,0.0060440941132903,0.7450957532079483
950,Indiana,Asian,Designers,76575,410.0,0.0053542278811622,0.6600513461875532
951,Iowa,Asian,Designers,40760,45.0,0.0011040235525024,0.1361003394375185
952,Kansas,Asian,Designers,46470,105.0,0.0022595222724338,0.2785463657435822
953,Kentucky,Asian,Designers,33565,70.0,0.0020855057351407,0.257094187717449
954,Louisiana,Asian,Designers,41430,25.0,0.0006034274680183442,0.0743885246261868
956,Maryland,Asian,Designers,213470,1205.0,0.0056448212863634,0.6958747314736158
957,Massachusetts,Asian,Designers,249930,1675.0,0.0067018765254271,0.8261849739631721
958,Michigan,Asian,Designers,163870,1445.0,0.0088179654604259,1.087049356503306
959,Minnesota,Asian,Designers,143550,895.0,0.0062347614071752,0.7686005809433126
961,Missouri,Asian,Designers,63375,305.0,0.0048126232741617,0.5932841375654063
963,Nebraska,Asian,Designers,24515,85.0,0.0034672649398327,0.4274328515559424
964,Nevada,Asian,Designers,131920,670.0,0.0050788356579745,0.6261019118939225
965,New Hampshire,Asian,Designers,20330,125.0,0.0061485489424495,0.7579725959820266
966,New Jersey,Asian,Designers,450385,4225.0,0.0093808630393996,1.15644149165588
967,New Mexico,Asian,Designers,16455,35.0,0.0021270130659374,0.2622110729485316
968,New York,Asian,Designers,864770,10990.0,0.0127085814725302,1.5666715155308113
969,North Carolina,Asian,Designers,154710,715.0,0.0046215499967681,0.5697292615378419
971,Ohio,Asian,Designers,136125,780.0,0.0057300275482093,0.7063786751015838
972,Oklahoma,Asian,Designers,44710,250.0,0.0055915902482666,0.6893125867284545
973,Oregon,Asian,Designers,98010,940.0,0.0095908580757065,1.182328978980571
974,Pennsylvania,Asian,Designers,227500,905.0,0.0039780219780219,0.4903972748330448
975,Rhode Island,Asian,Designers,18645,155.0,0.0083132207026012,1.024826107086624
976,South Carolina,Asian,Designers,41915,320.0,0.0076344983895979,0.9411554852288052
978,Tennessee,Asian,Designers,62925,250.0,0.0039729837107667,0.4897761740584696
979,Texas,Asian,Designers,712575,4150.0,0.0058239483563133,0.7179569189118965
980,Utah,Asian,Designers,40990,345.0,0.0084166869968284,1.0375810865730253
981,Vermont,Asian,Designers,6080,40.0,0.006578947368421,0.8110306777007683
982,Virginia,Asian,Designers,304945,1475.0,0.0048369378084572,0.5962815522160136
983,Washington,Asian,Designers,355135,2935.0,0.0082644628099173,1.0188153967811306
985,Wisconsin,Asian,Designers,85760,320.0,0.003731343283582,0.4599875485467045
988,Alabama,Other,Designers,43075,135.0,0.0031340684852002,0.5936441777534712
989,Alaska,Other,Designers,71330,135.0,0.0018926118042899,0.3584918401336152
990,Arizona,Other,Designers,182520,630.0,0.0034516765285996,0.6538043710172963
991,Arkansas,Other,Designers,37895,90.0,0.0023749835070589,0.4498609835375075
992,California,Other,Designers,688910,6420.0,0.0093190692543293,1.7651851677901436
993,Colorado,Other,Designers,87510,580.0,0.0066278139641183,1.2554171006829988
994,Connecticut,Other,Designers,41230,150.0,0.003638127577007,0.6891212697531671
995,Delaware,Other,Designers,10885,40.0,0.00367478180983,0.6960641850111304
996,District of Columbia,Other,Designers,11085,95.0,0.0085701398285972,1.623325602425315
997,Florida,Other,Designers,214840,825.0,0.0038400670266244,0.727371926715588
998,Georgia,Other,Designers,102865,680.0,0.0066106061342536,1.2521576543565316
999,Hawaii,Other,Designers,198250,625.0,0.0031525851197982,0.5971515332476477
1000,Idaho,Other,Designers,25710,60.0,0.0023337222870478,0.4420454290458666
1001,Illinois,Other,Designers,112345,730.0,0.0064978414704704,1.2307981702140045
1002,Indiana,Other,Designers,61485,305.0,0.0049605594860535,0.9396116489481487
1003,Iowa,Other,Designers,27340,80.0,0.0029261155815654,0.5542544735805526
1004,Kansas,Other,Designers,43715,225.0,0.0051469747226352,0.9749217643345448
1005,Kentucky,Other,Designers,36080,50.0,0.0013858093126385,0.2624951030295924
1006,Louisiana,Other,Designers,42460,120.0,0.0028261893546867,0.5353268007898837
1008,Maryland,Other,Designers,85910,420.0,0.0048888371551623,0.9260262584726414
1009,Massachusetts,Other,Designers,97815,520.0,0.0053161580534682,1.0069678730256095
1010,Michigan,Other,Designers,120390,325.0,0.0026995597641,0.5113410712060803
1011,Minnesota,Other,Designers,83065,295.0,0.0035514356227051,0.6727003861086546
1013,Missouri,Other,Designers,70070,345.0,0.0049236477807906,0.9326199641704448
1014,Montana,Other,Designers,37130,50.0,0.0013466199838405,0.2550719988501936
1015,Nebraska,Other,Designers,24240,50.0,0.002062706270627,0.3907105328922315
1016,Nevada,Other,Designers,69460,145.0,0.002087532392744,0.3954130092167047
1017,New Hampshire,Other,Designers,12270,70.0,0.0057049714751426,1.080615537427121
1018,New Jersey,Other,Designers,85410,585.0,0.0068493150684931,1.2973730571654374
1019,New Mexico,Other,Designers,91840,305.0,0.0033209930313588,0.6290507647602017
1020,New York,Other,Designers,234265,2320.0,0.0099033146223294,1.8758508608758329
1021,North Carolina,Other,Designers,145630,455.0,0.0031243562452791,0.5918045195873103
1022,North Dakota,Other,Designers,23305,60.0,0.0025745548165629,0.487663075767828
1023,Ohio,Other,Designers,121180,580.0,0.0047862683611156,0.906598039946932
1024,Oklahoma,Other,Designers,242885,870.0,0.0035819420713506,0.6784788098118609
1025,Oregon,Other,Designers,93460,580.0,0.0062058634710036,1.175492729304186
1026,Pennsylvania,Other,Designers,104810,440.0,0.0041980727029863,0.7951840968639222
1027,Rhode Island,Other,Designers,16140,170.0,0.0105328376703841,1.9950928921218187
1028,South Carolina,Other,Designers,46335,190.0,0.0041005719218733,0.7767158434394998
1029,South Dakota,Other,Designers,32695,20.0,0.0006117143294081664,0.115868766689802
1030,Tennessee,Other,Designers,60575,355.0,0.0058605035080478,1.1100758655036669
1031,Texas,Other,Designers,261190,1600.0,0.0061258087981928,1.160329056065876
1032,Utah,Other,Designers,57995,230.0,0.0039658591257867,0.7511990216331647
1033,Vermont,Other,Designers,5900,75.0,0.0127118644067796,2.4078364366036507
1034,Virginia,Other,Designers,128845,760.0,0.0058985602856144,1.1172844458308582
1035,Washington,Other,Designers,214925,805.0,0.0037454926137024,0.7094579756131387
1036,West Virginia,Other,Designers,10700,70.0,0.0065420560747663,1.2391731443206329
1037,Wisconsin,Other,Designers,66920,270.0,0.0040346682606096,0.7642326048036692
1042,Arizona,Hispanic,Actors,1033370,45.0,4.354684188625565e-05,0.1737709948600581
1044,California,Hispanic,Actors,7470730,3320.0,0.0004444010156972612,1.773354927005786
1045,Colorado,Hispanic,Actors,594525,35.0,5.887052689121568e-05,0.2349192176218676
1049,Florida,Hispanic,Actors,2752995,800.0,0.0002905926091402273,1.159591938289678
1050,Georgia,Hispanic,Actors,467240,150.0,0.00032103415803441486,1.281067067306868
1053,Illinois,Hispanic,Actors,1100445,180.0,0.00016357019205866718,0.6527167935100375
1054,Indiana,Hispanic,Actors,212120,35.0,0.00016500094286253064,0.6584261166162592
1058,Louisiana,Hispanic,Actors,113925,90.0,0.0007899934167215273,3.152420152881954
1061,Massachusetts,Hispanic,Actors,401715,105.0,0.0002613793360964863,1.0430181685272462
1068,Nevada,Hispanic,Actors,430565,60.0,0.00013935178196091184,0.5560747172003865
1070,New Jersey,Hispanic,Actors,928940,180.0,0.0001937692423622624,0.773224246812661
1072,New York,Hispanic,Actors,1819490,1345.0,0.0007392181325536275,2.9498045035725395
1078,Pennsylvania,Hispanic,Actors,423215,50.0,0.00011814326051770376,0.4714434164892241
1083,Texas,Hispanic,Actors,5220455,180.0,3.447975320158875e-05,0.1375893349974577
1084,Utah,Hispanic,Actors,213410,65.0,0.0003045780422660606,1.2153999492166865
1086,Virginia,Hispanic,Actors,427525,80.0,0.0001871235600257295,0.7467050600904723
1089,Wisconsin,Hispanic,Actors,186120,20.0,0.0001074575542660649,0.4288027627541092
1092,Alabama,White,Actors,1496830,170.0,0.00011357335168322388,0.29135473862221
1093,Alaska,White,Actors,253950,25.0,9.844457570387872e-05,0.2525442209628358
1094,Arizona,White,Actors,1857110,490.0,0.0002638508219760811,0.6768681749087767
1096,California,White,Actors,7686845,14585.0,0.0018973974367897,4.8674775029993445
1097,Colorado,White,Actors,2172170,415.0,0.0001910531864448915,0.4901171830769699
1098,Connecticut,White,Actors,1329540,445.0,0.0003347022278381997,0.8586264177538971
1099,Delaware,White,Actors,307920,55.0,0.00017861782281111978,0.458216195147203
1100,District of Columbia,White,Actors,183365,150.0,0.0008180405202737709,2.0985555012192783
1101,Florida,White,Actors,5285390,1720.0,0.0003254253706916613,0.8348280861108901
1102,Georgia,White,Actors,2773560,1250.0,0.000450684319070076,1.1561604023982204
1103,Hawaii,White,Actors,177700,10.0,5.627462014631401e-05,0.144363770204867
1104,Idaho,White,Actors,688065,35.0,5.0867287247571086e-05,0.1304921001343143
1105,Illinois,White,Actors,4224420,1315.0,0.000311285336211835,0.798554030719185
1106,Indiana,White,Actors,2724985,215.0,7.889951687807454e-05,0.2024044177330167
1107,Iowa,White,Actors,1463250,65.0,4.442166410387836e-05,0.1139568582095552
1108,Kansas,White,Actors,1178420,40.0,3.3943755197637515e-05,0.0870774154050503
1109,Kentucky,White,Actors,1787115,230.0,0.00012869904846638295,0.3301573570835183
1110,Louisiana,White,Actors,1337315,720.0,0.000538392226214467,1.3811613729817958
1111,Maine,White,Actors,658985,45.0,6.828683505694363e-05,0.1751792360134477
1112,Maryland,White,Actors,1690500,295.0,0.00017450458444247263,0.4476643229692064
1113,Massachusetts,White,Actors,2791055,510.0,0.0001827266033811588,0.4687566315374108
1114,Michigan,White,Actors,3807850,435.0,0.0001142376931864438,0.2930590032420162
1115,Minnesota,White,Actors,2524705,470.0,0.00018616036328996847,0.4775654075917893
1116,Mississippi,White,Actors,787155,35.0,4.446392387776232e-05,0.1140652690752355
1117,Missouri,White,Actors,2479115,375.0,0.00015126365658712888,0.3880433435732842
1118,Montana,White,Actors,472695,45.0,9.519880684162096e-05,0.2442177066487309
1119,Nebraska,White,Actors,845465,45.0,5.3225148291177046e-05,0.1365408252787778
1120,Nevada,White,Actors,749805,240.0,0.00032008322163762576,0.8211236350380654
1121,New Hampshire,White,Actors,690940,75.0,0.0001085477754942542,0.2784624059115647
1122,New Jersey,White,Actors,2640925,1275.0,0.0004827853876955991,1.238510692499454
1123,New Mexico,White,Actors,374900,250.0,0.0006668444918644973,1.7106856471995775
1124,New York,White,Actors,5774960,7675.0,0.0013290135342928,3.4093771573219955
1125,North Carolina,White,Actors,3309215,400.0,0.0001208745880820678,0.3100849230455544
1127,Ohio,White,Actors,4775955,470.0,9.84096374442389e-05,0.2524545923012316
1128,Oklahoma,White,Actors,1276415,110.0,8.617886815808337e-05,0.2210784592937669
1129,Oregon,White,Actors,1600140,420.0,0.0002624770332595898,0.6733439339976529
1130,Pennsylvania,White,Actors,5161830,1085.0,0.0002101967713001009,0.5392270673862618
1131,Rhode Island,White,Actors,423445,100.0,0.0002361581787481255,0.6058270133170746
1132,South Carolina,White,Actors,1586190,245.0,0.00015445816705438818,0.3962383624612556
1133,South Dakota,White,Actors,398225,15.0,3.766714796911294e-05,0.0966291994427956
1134,Tennessee,White,Actors,2455855,375.0,0.00015269631146790018,0.3917185964573162
1135,Texas,White,Actors,6162190,1230.0,0.00019960436143643732,0.5120538902151344
1136,Utah,White,Actors,1227970,325.0,0.00026466444619982574,0.6789554010893247
1137,Vermont,White,Actors,319270,15.0,4.6982178093776426e-05,0.1205254579137009
1138,Virginia,White,Actors,2778485,460.0,0.0001655578489716518,0.4247128670511533
1139,Washington,White,Actors,2668545,515.0,0.000192989063328518,0.495083373605598
1140,West Virginia,White,Actors,734535,85.0,0.00011571946877956804,0.2968602676604128
1141,Wisconsin,White,Actors,2597700,275.0,0.0001058628787003888,0.2715747215031119
1142,Wyoming,White,Actors,260685,55.0,0.0002109826035253275,0.5412429975247013
1144,Alabama,African-American,Actors,581200,30.0,5.16173434273916e-05,0.1267015968772637
1148,California,African-American,Actors,1066265,3080.0,0.0028885877338185,7.090420666644854
1153,Florida,African-American,Actors,1569980,180.0,0.000114651142052765,0.2814263930944304
1154,Georgia,African-American,Actors,1613775,750.0,0.0004647488032718316,1.1407874100333948
1157,Illinois,African-American,Actors,848255,385.0,0.0004538729509404601,1.1140911919352192
1162,Louisiana,African-American,Actors,656860,255.0,0.00038821057759644365,0.9529142113891212
1164,Maryland,African-American,Actors,957780,160.0,0.00016705297667522813,0.41005362737478
1165,Massachusetts,African-American,Actors,260415,40.0,0.0001536009830462915,0.3770339297150864
1167,Minnesota,African-American,Actors,171180,60.0,0.0003505082369435682,0.8603688293616739
1172,Nevada,African-American,Actors,125635,50.0,0.0003979782703864369,0.9768903053165342
1174,New Jersey,African-American,Actors,584190,175.0,0.0002995600746332529,0.7353098260489734
1176,New York,African-American,Actors,1375735,1520.0,0.0011048639454546,2.712034694658972
1177,North Carolina,African-American,Actors,1079195,145.0,0.00013435940678005364,0.3298029356830637
1179,Ohio,African-American,Actors,680665,50.0,7.345757457780257e-05,0.1803113330470096
1182,Pennsylvania,African-American,Actors,636035,320.0,0.0005031169668335862,1.2349671424591946
1187,Texas,African-American,Actors,1699445,205.0,0.00012062761666308709,0.2960964405347719
1191,Washington,African-American,Actors,147305,20.0,0.0001357727164726248,0.3332720912621914
1200,California,Asian,Actors,3008795,1870.0,0.0006215112694616948,2.0333901192911448
1205,Florida,Asian,Actors,292825,65.0,0.00022197558268590456,0.7262345491311024
1206,Georgia,Asian,Actors,217095,175.0,0.000806098712545199,2.637302391447214
1214,Louisiana,Asian,Actors,41430,15.0,0.0003620564808110065,1.184535352583496
1216,Maryland,Asian,Actors,213470,35.0,0.00016395746474914507,0.5364174475769268
1228,New York,Asian,Actors,864770,390.0,0.00045098696763301214,1.4754880385488516
1233,Oregon,Asian,Actors,98010,25.0,0.0002550760126517702,0.8345287837556413
1239,Texas,Asian,Actors,712575,105.0,0.00014735291021997685,0.4820925482970069
1243,Washington,Asian,Actors,355135,65.0,0.0001830289889760232,0.5988134986675914
1249,Alaska,Other,Actors,71330,45.0,0.0006308706014299734,1.138416835844152
1252,California,Other,Actors,688910,1285.0,0.0018652654192855,3.365903486102229
1258,Georgia,Other,Actors,102865,140.0,0.0013610071452875,2.4559607697482395
1259,Hawaii,Other,Actors,198250,75.0,0.00037831021437578815,0.6826672795356313
1261,Illinois,Other,Actors,112345,90.0,0.0008011037429347101,1.4456054635411162
1266,Louisiana,Other,Actors,42460,55.0,0.0012953367875647,2.337457481311553
1268,Maryland,Other,Actors,85910,70.0,0.0008148061925270633,1.4703317691779343
1278,New Jersey,Other,Actors,85410,30.0,0.00035124692658939234,0.6338311118976182
1280,New York,Other,Actors,234265,385.0,0.0016434379868951,2.9656120743406813
1284,Oklahoma,Other,Actors,242885,25.0,0.00010292936986639769,0.185737815794771
1291,Texas,Other,Actors,261190,110.0,0.00042114935487576094,0.7599712443545966
1302,Arizona,Hispanic,Producers And Directors,1033370,275.0,0.0002661195893048956,0.4126520696863416
1304,California,Hispanic,Producers And Directors,7470730,5845.0,0.000782386727936895,1.2131895416702614
1305,Colorado,Hispanic,Producers And Directors,594525,170.0,0.0002859425591859047,0.4433900907771398
1306,Connecticut,Hispanic,Producers And Directors,288845,350.0,0.0012117225501566,1.878929016514
1309,Florida,Hispanic,Producers And Directors,2752995,2795.0,0.0010152579281836,1.5742857804070391
1310,Georgia,Hispanic,Producers And Directors,467240,190.0,0.0004066432668435921,0.6305517986305441
1311,Hawaii,Hispanic,Producers And Directors,69470,85.0,0.0012235497336979,1.897268559948748
1313,Illinois,Hispanic,Producers And Directors,1100445,350.0,0.0003180531512251862,0.4931816235931704
1316,Kansas,Hispanic,Producers And Directors,167495,35.0,0.0002089614615361653,0.3240211658706148
1318,Louisiana,Hispanic,Producers And Directors,113925,135.0,0.0011849901250822,1.8374770115583097
1320,Maryland,Hispanic,Producers And Directors,321570,125.0,0.00038871785303355407,0.6027561781427131
1321,Massachusetts,Hispanic,Producers And Directors,401715,155.0,0.0003858456866186226,0.5983025209778993
1322,Michigan,Hispanic,Producers And Directors,236520,95.0,0.0004016573651276848,0.622820527634313
1325,Missouri,Hispanic,Producers And Directors,121550,85.0,0.0006993006993006993,1.0843541494005722
1328,Nevada,Hispanic,Producers And Directors,430565,190.0,0.0004412806428762208,0.6842614294987643
